code,ticker,company_name,sector,transformation_evidence_level,transformation_evidence_basis,emerging_evidence_level,evidence_level,evidence_level_label,evidence_snippet,evidence_source
7611,7611.T,HIDAY HIDAKA Corp.,Retail Trade,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4246,4246.T,DaikyoNishikawa Corporation,Chemicals,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
5290,5290.T,Vertex Corporation,Glass and Ceramics Products,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4716,4716.T,ORACLE CORPORATION JAPAN,Information & Communication,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4825,4825.T,WEATHERNEWS INC.,Information & Communication,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
8850,8850.T,STARTS CORPORATION INC.,Real Estate,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7059,7059.T,"COPRO-HOLDINGS.Co.,Ltd.",Services,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
8125,8125.T,"Wakita & Co.,LTD.",Wholesale Trade,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3549,3549.T,"KUSURI NO AOKI HOLDINGS CO.,LTD.",Retail Trade,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6332,6332.T,"TSUKISHIMA HOLDINGS CO.,LTD.",Machinery,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
8804,8804.T,"Tokyo Tatemono Co.,Ltd.",Real Estate,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
5121,5121.T,FUJIKURA COMPOSITES Inc.,Rubber Products,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
7475,7475.T,"ALBIS Co.,Ltd.",Retail Trade,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7466,7466.T,SPK CORPORATION,Wholesale Trade,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
9755,9755.T,OYO Corporation,Services,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4078,4078.T,"Sakai Chemical Industry Co.,Ltd.",Chemicals,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6807,6807.T,"Japan Aviation Electronics Industry,Limited",Electric Appliances,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
3489,3489.T,"FaithNetwork Co.,Ltd",Real Estate,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4839,4839.T,WOWOW INC.,Information & Communication,0,0 positive three-year financial improvement indicators,0,0,Level 0,no verified company disclosure,
3232,3232.T,"Mie Kotsu Group Holdings,Inc.",Real Estate,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
8098,8098.T,"Inabata & Co.,Ltd.",Wholesale Trade,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7971,7971.T,TOLI Corporation,Chemicals,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4934,4934.T,"Premier Anti-Aging Co.,Ltd.",Chemicals,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
5204,5204.T,"ISHIZUKA GLASS CO.,LTD.",Glass and Ceramics Products,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6908,6908.T,"IRISO ELECTRONICS CO.,LTD.",Electric Appliances,0,0 positive three-year financial improvement indicators,0,0,Level 0,no verified company disclosure,
2418,2418.T,TSUKADA GLOBAL HOLDINGS Inc.,Services,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4704,4704.T,Trend Micro Incorporated,Information & Communication,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6083,6083.T,"ERI HOLDINGS CO.,LTD.",Services,0,0 positive three-year financial improvement indicators,0,0,Level 0,no verified company disclosure,
9726,9726.T,"KNT-CT Holdings Co.,Ltd.",Services,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
5603,5603.T,KOGI CORPORATION,Iron and Steel,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
2294,2294.T,"Kakiyasu Honten Co.,Ltd.",Foods,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
3431,3431.T,"MIYAJI ENGINEERING GROUP,INC.",Metal Products,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6768,6768.T,TAMURA CORPORATION,Electric Appliances,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
8129,8129.T,"TOHO HOLDINGS CO.,LTD.",Wholesale Trade,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7966,7966.T,LINTEC Corporation,Other Products,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9605,9605.T,"TOEI COMPANY,LTD.",Information & Communication,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
3856,3856.T,Abalance Corporation,Electric Appliances,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
5244,5244.T,"jig.jp co.,ltd.",Information & Communication,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
4478,4478.T,freee K.K.,Information & Communication,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4041,4041.T,"Nippon Soda Co.,Ltd.",Chemicals,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
2492,2492.T,Infomart Corporation,Services,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
5930,5930.T,"Bunka Shutter Co.,Ltd.",Metal Products,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9697,9697.T,"CAPCOM CO.,LTD.",Information & Communication,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
7239,7239.T,"TACHI-S CO.,LTD.",Transportation Equipment,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3288,3288.T,"Open House Group Co.,Ltd.",Real Estate,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
7743,7743.T,"SEED CO.,LTD.",Precision Instruments,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
2264,2264.T,"MORINAGA MILK INDUSTRY CO.,LTD.",Foods,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7719,7719.T,TOKYO KOKI CO.LTD.,Precision Instruments,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6023,6023.T,"DAIHATSU INFINEARTH MFG.CO.,LTD.",Transportation Equipment,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3708,3708.T,"Tokushu Tokai Paper Co.,Ltd.",Pulp and Paper,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
5013,5013.T,Yushiro Inc.,Oil and Coal Products,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3201,3201.T,"THE JAPAN WOOL TEXTILE CO.,LTD.",Textiles and Apparels,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
2127,2127.T,Nihon M&A Center Holdings Inc.,Services,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
8029,8029.T,LOOK HOLDINGS INCORPORATED,Textiles and Apparels,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
5185,5185.T,"Fukoku Co.,Ltd.",Rubber Products,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6737,6737.T,EIZO Corporation,Electric Appliances,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
4272,4272.T,"NIPPON KAYAKU CO.,LTD.",Chemicals,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
4471,4471.T,"SANYO CHEMICAL INDUSTRIES,LTD.",Chemicals,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9535,9535.T,"HIROSHIMA GAS CO.,LTD.",Electric Power and Gas,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
6728,6728.T,"ULVAC, Inc.",Electric Appliances,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6504,6504.T,"FUJI ELECTRIC CO.,LTD.",Electric Appliances,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
2281,2281.T,"Prima Meat Packers,Ltd.",Foods,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6960,6960.T,"FUKUDA DENSHI CO.,LTD.",Electric Appliances,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7806,7806.T,"MTG Co.,Ltd.",Other Products,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
4626,4626.T,"TAIYO HOLDINGS CO.,LTD.",Chemicals,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
2153,2153.T,E・J Holdings Inc.,Services,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
4666,4666.T,"PARK24 Co.,Ltd.",Real Estate,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
9729,9729.T,TOKAI Corp.,Services,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
9279,9279.T,GIFT HOLDINGS INC.,Retail Trade,0,0 positive three-year financial improvement indicators,0,0,Level 0,no verified company disclosure,
6941,6941.T,"YAMAICHI ELECTRONICS CO.,LTD.",Electric Appliances,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
7740,7740.T,"Tamron Co.,Ltd.",Precision Instruments,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
8008,8008.T,YONDOSHI HOLDINGS INC.,Retail Trade,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9735,9735.T,"SECOM CO.,LTD.",Services,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7888,7888.T,SANKO GOSEI LTD.,Chemicals,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
7522,7522.T,"WATAMI CO.,LTD.",Retail Trade,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
5018,5018.T,MORESCO Corporation,Oil and Coal Products,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
2175,2175.T,"SMS CO.,LTD.",Services,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
4221,4221.T,"Okura Industrial Co.,Ltd.",Chemicals,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
9788,9788.T,"NAC CO.,LTD.",Services,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
5933,5933.T,ALINCO INCORPORATED,Metal Products,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
6143,6143.T,"Sodick Co.,Ltd.",Machinery,3,6 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6486,6486.T,"EAGLE INDUSTRY CO.,LTD.",Machinery,1,1 positive three-year financial improvement indicators,0,1,Level 1,no verified company disclosure,
7940,7940.T,"WAVELOCK HOLDINGS CO.,LTD.",Chemicals,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
8198,8198.T,"Maxvalu Tokai Co.,Ltd.",Retail Trade,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
5304,5304.T,"SEC CARBON,LIMITED",Glass and Ceramics Products,3,3 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
8174,8174.T,"NIPPON GAS CO.,LTD.",Retail Trade,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3038,3038.T,"KOBE BUSSAN CO.,LTD.",Wholesale Trade,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
2531,2531.T,TAKARA HOLDINGS INC.,Foods,0,0 positive three-year financial improvement indicators,0,0,Level 0,no verified company disclosure,
3661,3661.T,"m-up holdings,Inc.",Information & Communication,3,5 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
3498,3498.T,"Kasumigaseki Capital Co.,Ltd.",Real Estate,3,4 positive three-year financial improvement indicators,0,3,Level 3,no verified company disclosure,
6412,6412.T,Heiwa Corporation,Machinery,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
6339,6339.T,"Sintokogio,Ltd.",Machinery,2,2 positive three-year financial improvement indicators,0,2,Level 2,no verified company disclosure,
